2016-06-06 14:19:16,164,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 14:29:27,165,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 14:51:24,166,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 15:03:06,167,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 15:13:20,168,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 15:23:33,169,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 15:33:49,170,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 15:44:03,171,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 15:54:14,172,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 16:13:11,173,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 16:23:24,174,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 16:33:38,175,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 16:43:52,176,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 16:54:43,177,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 17:05:39,178,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 17:16:35,179,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 17:27:32,180,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 17:38:28,181,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 17:49:25,182,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 18:00:21,183,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 18:11:18,184,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 18:22:15,185,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 18:33:11,186,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 18:44:10,187,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 18:55:06,188,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 19:06:03,189,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 19:16:59,190,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 19:27:56,191,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 19:38:53,192,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 19:49:49,193,4,0,48.31,0,0,0,0,0,0,0,0,0
2016-06-06 20:00:46,194,4,0,48.31,0,0,0,0,0,0,0,0,0